,Beer Names,Rating,Locations,Reviews,Users,City
87,Saint James Red Headed Stranger,5,"Reno, Nevada","As my father and I watched the Seahawks and Packers game, we drank Red Headed Stranger, a red Belgian style farmhouse ale with spices brewed by Brasserie Saint James from Reno, Nevada. It is available for purchase at Total Wine & More for $11.99.

The smell of prunes, caramel, pepper, and Belgian yeast are felt upon the nose. The appearance is a copper amber that pours a low beige head. When held up to light, a hazy ruby amber shows. The alcohol content is 6.6%.

Caramel malts colors the frame. Toffee compliments the caramel body and sensible on the mouthfeel. Belgian yeast creams the drink and dries the finish. Banana adds a mellow tone to the yeast. Crystal malt is sensible with the malt comprehension. Clove casts its character to the malt feel. Prunes grows in prominence as the beer warms. Saison becomes noticeable in the finish. A faint yeasty tart is discerned with the finish.

Red Headed Stranger is a voluptuous red Belgian style farmhouse ale. The Belgian yeast is what sets this beer apart; it does not produce acidity yet tart. The caramel malts and Belgian yeast blend remind me of a Trappist ale. The prune, saison, and soft peppery finish is the highlight. I cherished every single drink and mesmerized by how this beer evolved over time.

Cheers. Prost. Drink for the love of beer.

For more beer reviews, visit and like my blog “Drink For the Love of Beer.”",dflb,Reno
88,Dogfish Head Suddenly Comfy,1.6,"Milton, Delaware","Another straight up stupid ass beer from DFH. Got this from JR's in Rochester. Lots of alky for a couple of bucks, heheh.  Its virtually clear pale and I see its brewed with all kinds of happy bullshit; like apple juice, cinnamon and other fortnight beer additives, so be it, I'll give it a try, heheh. Creamy vanilla colored head. Make no mistake, this is another one of those awful spiced holiday brews, too much spice. Its quite rude but at least it is spiced to cover all its imperfections, just like the rest. You may simply  call it a Christmas  brew, it taste just like the rest; an insult to Christmas.  When are these beer companies going to jump off their high horse and try brewing some plain old good beer? Just asking. Yes, this is simply some way over the top ale, that has way too much spices in it. Get with it DFH, get back to your roots and quit chasing the money making niche of craft beer. You need to make just 12 really good beers. FORGETTAHBOUT all that happy bullshit. Get with it I say. Maybe you better go find some chemical analysis of some mummy's tomb and recreate the beer you think you found in the bottom of the sarcophagus. It just may be the chemical analysis of a dead body, no? Dead bodies are comfy in the bottom of a sarcophagus. They're moving on to some other better beer style.",cheap,Milton
89,Kaiserdom German Dark Lager,1.4,"Bamberg-Gaustadt, Bavaria","Muffig malziger Beginn, wenig röstig, geringe Süße. Weiche milde Herbe, Spülmittel, trocken. Bäh. 10/5/4/4/7/4",Koelschtrinker,Bamberg-Gaustadt
90,Willimantic Willi Whammer,2.4,"Willimantic, Connecticut","Pours hazy amber with a white head. Aroma of juniper and malt. Taste has Belgian yeast, slightly ferrous with earthy notes. Palate has intense pervasive yeast element on the nose. Eh.",pdog555,Willimantic
91,Pabst Blue Ribbon,5,"Los Angeles, California",This beer tastes strong to me and it's not even 6% Abv. But I would rather drink this than Bud light,torres,Los Angeles
92,Rusty Rail Luminous,1.6,"Mifflinburg, Pennsylvania","On tap at the magic tree in boardman.  Clear pale with a neutral nose. Not sure how these things can be called a stout, no stout attributes what so ever. Just a plain old pale beer as far as I'm concerned. White stout, that's pretty ridiculous! Disappointing to say the least. Get this thing off the stout train, stout it is not.",cheap,Mifflinburg
93,The Ale Apothecary Minotaur,2,"Bend, Oregon","750 mL bottle. Black. Smells of acetone, bourbon, wood,red wine, and berries. Tastes of straight vinegar. Vanilla tinge and bourbon soften it a bit, but mostly vinegar. Exceedingly sour. Dumped it.",ctipping,Bend
94,Miller Lite,3,"Milwaukee                       , Wisconsin","22 ounce, draft at Beef o Brady’s in Stow, Ohio. Smells sweet. Light golden in color. Thin white head. Asteroid sweet. Smooth and light. Sweet aftertaste. Just lawnmower beer to me. Cheers!",unclefrito62,Milwaukee                       
95,Coors Light,3,"Golden, Colorado","22 ounce draft at Beef o Brady’s in Stow, Ohio. Smells sweet. Yellow in color and thin white head. Very light taste with sweetness and a little grain. Sweet aftertaste. Smooth. Lawnmower beer that I’m sure I will drink again. Cheers!",unclefrito62,Golden
96,Erl-Bräu Erlkönig Hell,4.7,"Geiselhoering, Bavaria","500 ml can from a 2019 Advent calendar.  Pours a very clear gold with a nice white head.  The foam retention is good with nice lacing.  The aroma is very malty with no hop aroma which is proper for this style.  The flavor is also full malt, but balanced by a decent amount of hop bitterness.  This is a fine example of a Bavarian Helles Lagerbier.  Some are too sweet for me, but this one is not.  My only criticism of this beer is that at 5.0% ABV it is a bit strong for the style.",felsenpils,Geiselhoering
97,Whitewater Blood Moon,5,"Foresters Falls, Ontario","Terrific beer !  I’m sure beer purists might be offput as its sort of like a beer crossed with an orange radler. But I think it’s awesome. I like sours occasionally but I find I really have to sip and savour them slowly as the flavour is so intense, this one is much mellower but it still has enough bite to be a little different .  Very drinkable . A bit like a an alcoholic san Pelegrínno with more of a tasty bite .",hofbot,Foresters Falls
98,Michelob Ultra,4.7,"St. Louis, Missouri",When it comes to light beers nothing is even close to the “superior light beer”. True to it’s name it clearly is a remarkable. The amazing taste and smooth flow makes this beer quite the enjoyment. If it were not for michelob I would not be the beer concierge I am today. Michelobe makes every party go 0 to 100 real quick!! All hail michelob.,frankiebatista,St. Louis
99,Kuehn Kunz Rosen ThaiPA,1.5,"Mainz, Rhineland-Palatinate","Bottle, 6.5%. Hazy golden with small tan head. Aroma is malt, herbs, spices and perfume. Flavour is malt, spices, perfume, more spices, more herbs, lime, medium sweet and a little bitter.",chrisv10,Mainz
100,Four Peaks Barrel-Aged Raj IPA,5,"Tempe, Arizona","Four Peaks may be in my top 3 favorite breweries and they do not even sell in my state (Oklahoma), so I drive 2.5 hours to Dallas just to purchase it. This beer has some great IPA bitterness, it goes down with a warm finish and after a couple does quickly impact your decision making abilities.",MeadMuse125,Tempe
101,Pfister Öko-Bockbier,1.7,"Eggolsheim-Weigelshofen, Bavaria","""Pfister 6,6er Bock"", Flasche von Hopfen & Malz, Berlin-Wedding. - Die Brauerei Pfister hat leider die unschöne Angewohnheit, ihre Biere unter ständig wechselnden Namen auf den Markt zu bringen. Es gibt schon einen Ökobock und einen dunklen Bock, beide mit 6,6 %, und nun diesen 6,6er Bock - das ist wohl mehr oder weniger das gleiche Bier, wenn es auch von Jahr zu Jahr etwas anders ausfallen mag. - Kupferrotbraun, trüb. - In der Nase aromatisches dunkel-toastiges Malz mit unangenehm süßlicher, faulig-gemüsiger Note. - Antrunk für einen Bock geradezu wäßrig dunkelmalzig mit etwas Kakao, Kirschkonfitüre, Karamel, Traubenzucker und eigenartig ranziger Note. Milder rezent, hefeweich aber nicht bocktypisch breit; leicht schnapsig. Im Abgang milde aber angenehme herbale Hopfenherbe, leider überlagert durch die fatale ranzig-süßliche Note. - Mißratener Bock, nur mit Mühe genießbar. (10.1.2020.)",Moravius,Eggolsheim-Weigelshofen
102,Samuel Adams Boston Lager,5,"Boston, Massachusetts","This beer is like the go to game day beer, but when you want a top shelf selection. This beer has just the slightest bite to it with all sorts of flavor and aroma.",MeadMuse125,Boston
103,Deschutes Pacific Wonderland,5,"Bend, Oregon","Someone in marketing needs a raise, because they nailed this on the head when they called it a Wonderland. This is a bright and crisp peer with a nice mild hoppy flavor. If I was limited to one beer for the rest of my life, this is making the shortlist. The only thing I hate is that I have to drive 2.5 hours from Oklahoma just to buy it--which I do.",MeadMuse125,Bend
104,Deschutes Da Shootz!,5,"Bend, Oregon","If happiness has a taste, this is it. You cannot drink this and not enjoy yourself. The aroma, the taste, even the after taste, are all pleasant and enjoyable. This is in my top 5 favorite all time beers. It has a very refreshing taste that makes it worth the 2.5 hour drive every time I want to go buy it (Not sold in Oklahoma).",MeadMuse125,Bend
105,Four Peaks Kilt Lifter Scottish Style Ale,5,"Tempe, Arizona",This is literally one of the smoothest beers I have ever had. I am surprised the reviews don't have this at 5 stars. I have never given this to anyone that hasn't loved it. There is a light aroma with a full body and taste. Easily one of the best beers I have ever had.,MeadMuse125,Tempe
106,Robinsons Trooper (Bottle),4.6,"Stockport, Greater Manchester","Birra inglese al 100%, come non riconoscerle! Sapore deciso, poco gas, schiuma inesistente.
UP THE IRONS!",Stefino70,Stockport
107,Victory Sour Monkey,1,"Downingtown, Pennsylvania",Pours a clear yellow with no head. Very dry and very bitter beer. This has some citrus notes to it. This is too bitter for me and I just don’t consider this to be a beer. I’ll pass on this.,RONCOD,Downingtown
108,Stella Artois 4% / Légère,4.2,"Preston, Lancashire",Stella Legere a go to for the intelligent beer drinker looking to reduce the waistline. The clean crisp flavour and low cab means the more you drink the more you lose. Stella is commonly referred to a the wife beater however the low carb version reduces the beating the ones that do get beaten throughly enjoy it though. Another 10/10 brew.,NobleExports31,Preston
109,Alpha Delta Achlys,2.4,"Newburn, Tyne & Wear","440ml can (beerdome.nl) (5:1:5:3-:10=2.4-)
Ugh, ugly cloudy pour, insipidly pale, sounded like Anna got a poop in her glass. On pouring, it's rich with pineapple and fleshy fruits, in the glass it's stankier, some carroty sweetness, and a bit of starch. Bland sweet starchy taste, stanky hops, fruity, some laundry detergent. Pleasant little bitter bite in the finish. All hops and starch, completely lacking malts. Alcohol is vaguely covered. Meh, a bit like that cloudwater muck, another brew for hazebros who don't like actual beer. Fucking shitty trub at the bottom of the glass. Gross.",FatPhil,Newburn
110,Sweetwater 420 Strain Mango Kush,1.7,"Atlanta, Georgia",Not a huge fan of this beer. Far too sweet with a strange aroma. Underlying beer is lost in the flavor.,ads135,Atlanta
111,Flying Fish XPA Citra Pale Ale,1.7,"Somerdale, New Jersey","Tap at mad mex in robinson.  Clear pale with decent co2 on the palate. Taste is somewhat bitter. It also is a little medicinal in the middle. Difficult near the end. Heavy hop citrus bite. Weird, dull & aged slaggy hop ending.",cheap,Somerdale
112,Buffalo Bayou Crush City IPA,5,"Houston, Texas",Can’t like more. Similar aroma and taste for ipa. Can’t fall asleep. Now I go to bed around 2 everyday,beer3000,Houston
113,Rince Cochon Cuvée Spéciale Sur Lie,5,"Boortmeerbeek, Belgium","Gifted from Doug Theresa Aadland for Christmas (bought at BevMo from Redlands, California for $10.99), Rince Cochon Cuvée Speciale Sur Lie is a Belgian blonde ale bottle refermented crafted by Brouwerij Haatch from Aalter, Belgium.

The air yields Belgian yeast, lemons, and pear as you drink. The appearance is a clear yellow with a finger of white head. The alcohol content is 8.5%.

Belgian yeast has a moderate creamy tone, buttery upon on the lips, and accompanied by a lightly sweet banana. Peppercorn accents and spices the yeasty comprehension. Pear is prominent as the watery aspect grows. Green apples assists with the fruity pear body. Lemon makes the drink crisp and drawn out from the grassy hops used. Honey sweetens and applies its touch to the yeast and lemon combination. Bready malt provides a soft texture to the mouthfeel.

Rince Cochon Cuvée Speciale Sur Lie is a spellbinding Belgian blonde. The Belgian yeast, peppercorn, pear, green apples, and lemon blend into a voluptuous drink. This is not my first time drinking and writing (2016) about this beer. From years of loving Belgian beers, the buttery aspect and sweet banana sets this Belgian beer apart from its style. The green apples and lemon colors the lemony and yeasty dry finish. The creamy yeast dampens the malt and peppercorn texture. After drinking this the second time around, I appreciate it more and understand why this brew matters amongst the catalogue of Belgian beer that are available on a regular basis. The only thing left I need to do is drink it after aging it.

Cheers. Prost. Drink for the love of beer.

For more beer reviews, visit and like my blog “Drink For the Love of Beer.”",dflb,Boortmeerbeek
114,Purity Session IPA,5,"Alcester, Warwickshire","This is a great session beers, the price was very good good. The beer is from a  local brewer in alcester, Fresh pint.",WortMuse45,Alcester
